article_id,num_unique_kw_per_art,num_keywords,month,year,collection,partisanship
64d8e9b0516b265872f7c364,1,1,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c3ec,2,2,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c3ef,2,2,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c4d1,1,2,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c4e9,1,1,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c7e7,1,1,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c84e,1,1,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c853,1,1,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7c9ca,2,3,1,2016,CL19,CenterLeft
64d8e9b0516b265872f7cb46,1,1,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7d5d8,1,1,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7d89f,1,1,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7d9c3,5,74,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7db13,2,8,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7de3f,1,1,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7df94,1,1,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7e65f,2,2,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7eb31,1,2,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7f289,2,3,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7f375,2,2,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7f49f,2,5,1,2016,CL19,CenterLeft
64d8e9b1516b265872f7f6a7,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f7f859,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f7fca1,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f7ffb0,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f805c0,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f806c0,2,4,1,2016,CL19,CenterLeft
64d8e9b2516b265872f80cfa,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f80eab,1,4,1,2016,CL19,CenterLeft
64d8e9b2516b265872f81168,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f814eb,1,1,1,2016,CL19,CenterLeft
64d8e9b2516b265872f8150f,1,3,1,2016,CL19,CenterLeft
64d8e9b2516b265872f818d1,2,2,1,2016,CL19,CenterLeft
64d8e9b2516b265872f81957,1,1,1,2016,CL19,CenterLeft
64d8e9b3516b265872f8233b,2,3,1,2016,CL19,CenterLeft
64d8e9b3516b265872f8233c,2,3,1,2016,CL19,CenterLeft
64d8e9b3516b265872f82458,3,8,1,2016,CL19,CenterLeft
64d8e9b3516b265872f82b9a,1,2,1,2016,CL19,CenterLeft
64d8e9b3516b265872f82f5c,2,2,1,2016,CL19,CenterLeft
64d8e9b3516b265872f830de,1,1,1,2016,CL19,CenterLeft
64d8e9b3516b265872f830e2,1,1,1,2016,CL19,CenterLeft
64d8e9b3516b265872f8378b,1,1,1,2016,CL19,CenterLeft
64d8e9b3516b265872f83800,1,1,1,2016,CL19,CenterLeft
64d8e9b3516b265872f8397c,1,1,1,2016,CL19,CenterLeft
64d8e9b4516b265872f83ed6,4,14,1,2016,CL19,CenterLeft
64d8e9b4516b265872f848ea,2,7,1,2016,CL19,CenterLeft
64d8e9b4516b265872f849b6,1,1,1,2016,CL19,CenterLeft
64d8e9b4516b265872f84a5b,1,2,1,2016,CL19,CenterLeft
64d8e9b4516b265872f84c1c,1,1,1,2016,CL19,CenterLeft
64d8e9b4516b265872f852f8,1,1,1,2016,CL19,CenterLeft
64d8e9b4516b265872f85323,1,1,1,2016,CL19,CenterLeft
64d8e9b4516b265872f8577f,4,6,1,2016,CL19,CenterLeft
64d8e9b4516b265872f85a8c,1,1,1,2016,CL19,CenterLeft
64d8e9b5516b265872f85d89,1,1,1,2016,CL19,CenterLeft
64d8eb39516b265872292e64,1,1,1,2016,HL,FarLeft
64d8eb39516b265872292e81,1,1,1,2016,HL,FarLeft
64d8eb39516b265872292ec0,1,1,1,2016,HL,FarLeft
64d8eb39516b265872292ff3,2,3,1,2016,HL,FarLeft
64d8eb39516b26587229301b,1,1,1,2016,HL,FarLeft
64d8eb39516b2658722931be,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229325d,4,19,1,2016,HL,FarLeft
64d8eb3a516b265872293310,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229341f,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722934dd,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722935c5,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293625,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229363a,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293648,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293694,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722936ee,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722936f0,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293736,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293756,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293769,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293780,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229379c,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722937ac,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722937e6,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722937f3,3,3,1,2016,HL,FarLeft
64d8eb3a516b2658722937f9,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293826,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229383d,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293844,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293847,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293854,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293857,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293893,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722938c6,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293908,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229391b,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293974,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229397d,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293989,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229398e,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229399c,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722939b8,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722939d7,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722939e8,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872293cd9,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294187,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294196,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229419b,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722941c8,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722941dc,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294214,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229423f,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294240,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294258,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294293,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229429a,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722942bf,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229432e,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294358,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229437d,2,3,1,2016,HL,FarLeft
64d8eb3a516b2658722943f5,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722943fa,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722943fe,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229447b,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229447c,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229448a,2,2,1,2016,HL,FarLeft
64d8eb3a516b26587229448f,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722944a8,2,2,1,2016,HL,FarLeft
64d8eb3a516b2658722944ba,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722944c4,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722944e8,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722944fa,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294533,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294560,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722945ab,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229461a,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294626,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294635,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294639,3,3,1,2016,HL,FarLeft
64d8eb3a516b26587229465a,1,2,1,2016,HL,FarLeft
64d8eb3a516b2658722946ae,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722946fd,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294704,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294790,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722947b0,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722947b3,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229482a,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294884,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229489a,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722948c6,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722948e6,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294930,1,1,1,2016,HL,FarLeft
64d8eb3a516b26587229495d,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294963,1,1,1,2016,HL,FarLeft
64d8eb3a516b2658722949bb,1,2,1,2016,HL,FarLeft
64d8eb3a516b2658722949d3,3,22,1,2016,HL,FarLeft
64d8eb3a516b2658722949fa,3,23,1,2016,HL,FarLeft
64d8eb3a516b265872294ad6,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294af4,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294b4c,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294b51,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294b53,1,1,1,2016,HL,FarLeft
64d8eb3a516b265872294b55,2,5,1,2016,HL,FarLeft
64d8eb3a516b265872294b65,1,2,1,2016,HL,FarLeft
64d8eb3a516b265872294b7c,1,1,1,2016,HL,FarLeft
